 ID,Date,Parameter/Paramètre,Value/Valeur,Qualifier/Qualificatif,Symbol/Symbole,Approval/Approbation,Grade/Classification,Qualifiers/Qualificatifs
05EA010,2026-07-23T00:00:00Z,46,0.656,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:05:00Z,46,0.655,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:10:00Z,46,0.654,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:15:00Z,46,0.652,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:20:00Z,46,0.653,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:25:00Z,46,0.653,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:30:00Z,46,0.652,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:35:00Z,46,0.651,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:40:00Z,46,0.651,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:45:00Z,46,0.651,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:50:00Z,46,0.649,,,Provisional/Provisoire,,
05EA010,2026-07-23T00:55:00Z,46,0.649,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:00:00Z,46,0.648,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:05:00Z,46,0.647,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:10:00Z,46,0.647,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:15:00Z,46,0.646,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:20:00Z,46,0.646,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:25:00Z,46,0.646,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:30:00Z,46,0.644,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:35:00Z,46,0.644,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:40:00Z,46,0.644,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:45:00Z,46,0.643,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:50:00Z,46,0.642,,,Provisional/Provisoire,,
05EA010,2026-07-23T01:55:00Z,46,0.642,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:00:00Z,46,0.642,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:05:00Z,46,0.641,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:10:00Z,46,0.641,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:15:00Z,46,0.639,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:20:00Z,46,0.639,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:25:00Z,46,0.638,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:30:00Z,46,0.639,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:35:00Z,46,0.638,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:40:00Z,46,0.637,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:45:00Z,46,0.637,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:50:00Z,46,0.637,,,Provisional/Provisoire,,
05EA010,2026-07-23T02:55:00Z,46,0.636,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:00:00Z,46,0.636,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:05:00Z,46,0.634,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:10:00Z,46,0.634,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:15:00Z,46,0.634,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:20:00Z,46,0.634,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:25:00Z,46,0.633,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:30:00Z,46,0.632,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:35:00Z,46,0.631,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:40:00Z,46,0.631,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:45:00Z,46,0.630,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:50:00Z,46,0.629,,,Provisional/Provisoire,,
05EA010,2026-07-23T03:55:00Z,46,0.629,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:00:00Z,46,0.629,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:05:00Z,46,0.628,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:10:00Z,46,0.628,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:15:00Z,46,0.628,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:20:00Z,46,0.626,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:25:00Z,46,0.626,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:30:00Z,46,0.627,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:35:00Z,46,0.625,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:40:00Z,46,0.624,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:45:00Z,46,0.625,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:50:00Z,46,0.624,,,Provisional/Provisoire,,
05EA010,2026-07-23T04:55:00Z,46,0.624,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:00:00Z,46,0.622,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:05:00Z,46,0.622,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:10:00Z,46,0.622,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:15:00Z,46,0.621,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:20:00Z,46,0.621,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:25:00Z,46,0.621,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:30:00Z,46,0.620,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:35:00Z,46,0.620,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:40:00Z,46,0.621,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:45:00Z,46,0.620,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:50:00Z,46,0.619,,,Provisional/Provisoire,,
05EA010,2026-07-23T05:55:00Z,46,0.618,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:00:00Z,46,0.618,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:05:00Z,46,0.619,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:10:00Z,46,0.618,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:15:00Z,46,0.618,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:20:00Z,46,0.617,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:25:00Z,46,0.616,,,Provisional/Provisoire,,
05EA010,2026-07-23T06:30:00Z,46,0.616,,,Provisional/Provisoire,,
