 ID,Date,Parameter/Paramètre,Value/Valeur,Qualifier/Qualificatif,Symbol/Symbole,Approval/Approbation,Grade/Classification,Qualifiers/Qualificatifs
05EA006,2026-08-02T00:00:00Z,46,723.603,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:05:00Z,46,723.600,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:10:00Z,46,723.596,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:15:00Z,46,723.585,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:20:00Z,46,723.578,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:25:00Z,46,723.584,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:30:00Z,46,723.581,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:35:00Z,46,723.584,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:40:00Z,46,723.577,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:45:00Z,46,723.566,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:50:00Z,46,723.572,,,Provisional/Provisoire,,
05EA006,2026-08-02T00:55:00Z,46,723.568,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:00:00Z,46,723.598,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:05:00Z,46,723.600,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:10:00Z,46,723.592,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:15:00Z,46,723.586,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:20:00Z,46,723.580,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:25:00Z,46,723.576,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:30:00Z,46,723.579,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:35:00Z,46,723.575,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:40:00Z,46,723.563,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:45:00Z,46,723.564,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:50:00Z,46,723.567,,,Provisional/Provisoire,,
05EA006,2026-08-02T01:55:00Z,46,723.578,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:00:00Z,46,723.610,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:05:00Z,46,723.600,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:10:00Z,46,723.598,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:15:00Z,46,723.596,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:20:00Z,46,723.581,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:25:00Z,46,723.575,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:30:00Z,46,723.574,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:35:00Z,46,723.571,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:40:00Z,46,723.579,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:45:00Z,46,723.579,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:50:00Z,46,723.573,,,Provisional/Provisoire,,
05EA006,2026-08-02T02:55:00Z,46,723.571,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:00:00Z,46,723.564,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:05:00Z,46,723.549,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:10:00Z,46,723.587,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:15:00Z,46,723.616,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:20:00Z,46,723.611,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:25:00Z,46,723.603,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:30:00Z,46,723.587,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:35:00Z,46,723.570,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:40:00Z,46,723.564,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:45:00Z,46,723.582,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:50:00Z,46,723.587,,,Provisional/Provisoire,,
05EA006,2026-08-02T03:55:00Z,46,723.597,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:00:00Z,46,723.589,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:05:00Z,46,723.585,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:10:00Z,46,723.588,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:15:00Z,46,723.591,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:20:00Z,46,723.582,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:25:00Z,46,723.586,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:30:00Z,46,723.574,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:35:00Z,46,723.606,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:40:00Z,46,723.618,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:45:00Z,46,723.623,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:50:00Z,46,723.612,,,Provisional/Provisoire,,
05EA006,2026-08-02T04:55:00Z,46,723.634,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:00:00Z,46,723.623,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:05:00Z,46,723.609,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:10:00Z,46,723.602,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:15:00Z,46,723.593,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:20:00Z,46,723.589,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:25:00Z,46,723.589,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:30:00Z,46,723.597,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:35:00Z,46,723.597,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:40:00Z,46,723.582,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:45:00Z,46,723.573,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:50:00Z,46,723.574,,,Provisional/Provisoire,,
05EA006,2026-08-02T05:55:00Z,46,723.568,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:00:00Z,46,723.576,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:05:00Z,46,723.611,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:10:00Z,46,723.619,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:15:00Z,46,723.628,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:20:00Z,46,723.644,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:25:00Z,46,723.643,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:30:00Z,46,723.637,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:35:00Z,46,723.612,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:40:00Z,46,723.586,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:45:00Z,46,723.601,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:50:00Z,46,723.584,,,Provisional/Provisoire,,
05EA006,2026-08-02T06:55:00Z,46,723.619,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:00:00Z,46,723.621,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:05:00Z,46,723.603,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:10:00Z,46,723.580,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:15:00Z,46,723.575,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:20:00Z,46,723.591,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:25:00Z,46,723.605,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:30:00Z,46,723.600,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:35:00Z,46,723.598,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:40:00Z,46,723.587,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:45:00Z,46,723.595,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:50:00Z,46,723.580,,,Provisional/Provisoire,,
05EA006,2026-08-02T07:55:00Z,46,723.594,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:00:00Z,46,723.585,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:05:00Z,46,723.587,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:10:00Z,46,723.601,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:15:00Z,46,723.601,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:20:00Z,46,723.599,,,Provisional/Provisoire,,
05EA006,2026-08-02T08:25:00Z,46,723.573,,,Provisional/Provisoire,,
